Series Code,Topic,Indicator Name,Short definition,Long definition,Unit of measure,Periodicity,Base Period,Other notes,Aggregation method,Limitations and exceptions,Notes from original source,General comments,Source,Statistical concept and methodology,Development relevance,Related source links,Other web links,Related indicators,License Type
SE.SRSEC.NENR.ZS,Social and Demographic Indicators,Net Enrollment Ratio: Senior Secondary (in %),,,Percent,Annual,,World Bank Staff Calculation based on National Socioeconomic Survey (SUSENAS) - Statistics Indonesia,,,,"Data in 2000, 2001 and 2002 is not available for N.A.D districts possibly because they are not surveyed. Data for conflict regions in 2002 are not available since they are not surveyed.  Since 2010, based on BPS definition, Package A, B and C (Paket A, B dan C) are included in the calculation. The data collection prior 2011 is conducted one time in July, while 2011 onwards is done quarterly. This affect the estimation of education indicators because school year starts in July and end in June of the subsequent year. There is different methodology in the estimation. Prior 2011, the inflating procedure was not based on age groups of 5 years (0-4, 5-9, 10-14..), while in 2011 it is based on the age groups of 5 years. Data for 2011-2014 are estimated using back-casting Inflate result based on Indonesian population projection 2010-2035. December Data in Susenas Pool Data 2014 uses 2013 data instead of 2014 data.","BADAN PUSAT STATISTIK - Statistics Indonesia, National Social Economic Survey (SUSENAS)",,,,,,
SE.STUD.JRSEC,Social and Demographic Indicators,"Number of Student: Junior Secondary Level (in number of people, 2009 data only)",,,,,,Official data from Ministry of Education,,,,Available only in 2009,Ministry of Education,,,,,,
SE.STUD.PRM,Social and Demographic Indicators,"Number of Student: Primary Level (in number of people, 2009 data only)",,,,,,Official data from Ministry of Education,,,,Available only in 2009,Ministry of Education,,,,,,
SE.STUD.SRSEC,Social and Demographic Indicators,"Number of Student: Senior Secondary Level (in number of people, 2009 data only)",,,,,,Official data from Ministry of Education,,,,Available only in 2009,Ministry of Education,,,,,,
SE.TCHR.JRSEC,Social and Demographic Indicators,"Number of Teacher: Junior Secondary Level (in number of people, 2009 data only)",,,,,,Official data from Ministry of Education,,,,Available only in 2009,Ministry of Education,,,,,,
SE.TCHR.PRM,Social and Demographic Indicators,"Number of Teacher: Primary Level (in number of people, 2009 data only)",,,,,,Official data from Ministry of Education,,,,Available only in 2009,Ministry of Education,,,,,,
SE.TCHR.SRSEC,Social and Demographic Indicators,"Number of Teacher: Senior Secondary Level (in number of people, 2009 data only)",,,,,,Official data from Ministry of Education,,,,Available only in 2009,Ministry of Education,,,,,,
SH.DR.TOTL,Social and Demographic Indicators,Number of Doctors,,,,Triennial,,World Bank Staff Calculation based on Village Census (PODES) - Statistics Indonesia,,,,"Data only available once in three years: 1996, 2000, 2003, 2005, 2008, 2011, 2014, 2018. Data for Doctor in 2000 is not available from the survey","BADAN PUSAT STATISTIK - Statistics Indonesia, Village Census (PODES)",,,,,,
SH.HOSP.TOTL,Social and Demographic Indicators,Number of hospitals,,,,Triennial,,World Bank Staff Calculation based on Village Census (PODES) - Statistics Indonesia,,,,"Data only available once in three years: 1996, 2000, 2003, 2005, 2008, 2011, 2014, 2018. Data for Hospital in 2008 is not available from the survey","BADAN PUSAT STATISTIK - Statistics Indonesia, Village Census (PODES)",,,,,,
SH.IMM.CHLD.ZS,Social and Demographic Indicators,Immunization Coverage for Children under 5 years old (in % of children population under 5 years old),,,Percent,Annual,,World Bank Staff Calculation based on National Socioeconomic Survey (SUSENAS) - Statistics Indonesia,,,,"Data in 2000-2003 is not available because the questions that is used to generate the indicator are not available on the questionnaire. The immunization covers: 
BCG, DPT, Polio and Measles for 1996-1999
BCG, DPT, Polio, Measles and Hep B for 2004-2009.  December Data in Susenas Pool Data 2014 uses 2013 data instead of 2014 data. There is a change in questionnaire design in 2015 that may have caused in lower estimations of immunization coverage from 2015 compared to previous years.","BADAN PUSAT STATISTIK - Statistics Indonesia, National Social Economic Survey (SUSENAS)",,,,,,
SH.MED.MWIV.TOTL,Social and Demographic Indicators,Number of Midwives,,,,Triennial,,World Bank Staff Calculation based on Village Census (PODES) - Statistics Indonesia,,,,"Data only available once in three years: 1996, 2000, 2003, 2005, 2008, 2011, 2014, 2018. Data for Midwife in 2000 is not available from the survey","BADAN PUSAT STATISTIK - Statistics Indonesia, Village Census (PODES)",,,,,,
SH.MORB.ZS,Social and Demographic Indicators,Morbidity Rate (in %),,,Percent,Annual,,World Bank Staff Calculation based on National Socioeconomic Survey (SUSENAS) - Statistics Indonesia,,,,"Data in 2000, 2001 and 2002 is not available for N.A.D districts possibly because they are not surveyed. Data for conflict regions in 2002 are not available since they are not surveyed.  December Data in Susenas Pool Data 2014 uses 2013 data instead of 2014 data.","BADAN PUSAT STATISTIK - Statistics Indonesia, National Social Economic Survey (SUSENAS)",,,,,,
SH.POLINDES.TOTL,Social and Demographic Indicators,Number of Polindes (Poliklinik Desa/Village Polyclinic),,,,Triennial,,World Bank Staff Calculation based on Village Census (PODES) - Statistics Indonesia,,,,"Data only available once in three years: 1996, 2000, 2003, 2005, 2008, 2011, 2014, 2018.","BADAN PUSAT STATISTIK - Statistics Indonesia, Village Census (PODES)",,,,,,
SH.PUSKESMAS.TOTL,Social and Demographic Indicators,Number of Puskesmas and its line services,,,,Triennial,,World Bank Staff Calculation based on Village Census (PODES) - Statistics Indonesia,,,,"Data only available once in three years: 1996, 2000, 2003, 2005, 2008, 2011, 2014, 2018. Data for Puskesmas in 2008 is not available from the survey","BADAN PUSAT STATISTIK - Statistics Indonesia, Village Census (PODES)",,,,,,
SH.STA.BRTC.ZS,Social and Demographic Indicators,Birth attended by Skilled Health worker (in % of total birth),,,Percent,Annual,,World Bank Staff Calculation based on National Socioeconomic Survey (SUSENAS) - Statistics Indonesia,,,,"Data in 2000, 2001 and 2002 is not available for N.A.D districts possibly because they are not surveyed. Data for conflict regions in 2002 are not available since they are not surveyed.  December Data in Susenas Pool Data 2014 uses 2013 data instead of 2014 data.","BADAN PUSAT STATISTIK - Statistics Indonesia, National Social Economic Survey (SUSENAS)",,,,,,
SI.POV.BPL,Social and Demographic Indicators,Number of people live below the poverty line (in number of people),,,,Annual,,Official data from Statistics Indonesia,,,,Data for District is available from 1999 to 2018 except year 2000 and 2001. Data for province available from 1999 to 2018 except year 2000 and 2001.,BADAN PUSAT STATISTIK - Statistics Indonesia,,,,,,
SI.POV.GINI,Social Demo,Gini index,,,,Annual,,World Bank Staff Calculation based on National Socioeconomic Survey (SUSENAS) - Statistics Indonesia,,,,Data is only available for distrcts from 2003 - 2020 except year 2008.,BADAN PUSAT STATISTIK - Statistics Indonesia,,,,,,
SI.POV.NAPL,Social and Demographic Indicators,Poverty Line (in IDR),,,,Annual,,Official data from Statistics Indonesia,,,,Data for District is available from 2005 to 2018 except year 2010. Data for province available from 2004 to 2018 except year 2010.,BADAN PUSAT STATISTIK - Statistics Indonesia,,,,,,
SI.POV.NAPR.ZS,Social and Demographic Indicators,Poverty Rate (in % of population),,,Percent,Annual,,Official data from Statistics Indonesia,,,,Data for District is available from 1999 to 2018 except year 2000 and 2001. Data for province available from 2002 to 2018.,BADAN PUSAT STATISTIK - Statistics Indonesia,,,,,,
SI.POV.NGAP,Social and Demographic Indicators,Poverty Gap (index),,,,Annual,,Official data from Statistics Indonesia,,,,Data for District is available from 1999 to 2018 except year 2000 and 2001. Data for province available from 1999 to 2018 except year 2000 and 2001.,BADAN PUSAT STATISTIK - Statistics Indonesia,,,,,,
SI.POV.NSEV,Social and Demographic Indicators,Poverty Severity (index),,,,Annual,,Official data from Statistics Indonesia,,,,Data available for 2015-2018,BADAN PUSAT STATISTIK - Statistics Indonesia,,,,,,
SL.EMP.AGR.FRST.FSH,Economic Indicators,"Number of people employed in agriculture, forestry and fishery",,,,Annual,,World Bank Staff Calculation based on Labor Survey (SAKERNAS) - Statistics Indonesia,,,,"District data available from 2007. Province data available from 2001. In 2011, 6 districts are not recorded from SAKERNAS, making a gap between province data and total district data in Papua. The districts are: Boven Digoel, Mappi, Pegunungan Bintang, Keerom, Mamberamo Raya and Puncak. In 2016, SAKERNAS is only representative up to the province level.","BADAN PUSAT STATISTIK - Statistics Indonesia, Labor Survey (SAKERNAS)",,,,,,
SL.EMP.CNST,Economic Indicators,Number of people employed in construction sector,,,,Annual,,World Bank Staff Calculation based on Labor Survey (SAKERNAS) - Statistics Indonesia,,,,"District data available from 2007. Province data available from 2001. In 2011, 6 districts are not recorded from SAKERNAS, making a gap between province data and total district data in Papua. The districts are: Boven Digoel, Mappi, Pegunungan Bintang, Keerom, Mamberamo Raya and Puncak. In 2016, SAKERNAS is only representative up to the province level.","BADAN PUSAT STATISTIK - Statistics Indonesia, Labor Survey (SAKERNAS)",,,,,,
SL.EMP.ELC,Economic Indicators,Number of people employed in electricity and utilities sector,,,,Annual,,World Bank Staff Calculation based on Labor Survey (SAKERNAS) - Statistics Indonesia,,,,"District data available from 2007. Province data available from 2001. In 2011, 6 districts are not recorded from SAKERNAS, making a gap between province data and total district data in Papua. The districts are: Boven Digoel, Mappi, Pegunungan Bintang, Keerom, Mamberamo Raya and Puncak. In 2016, SAKERNAS is only representative up to the province level.","BADAN PUSAT STATISTIK - Statistics Indonesia, Labor Survey (SAKERNAS)",,,,,,
SL.EMP.FINS,Economic Indicators,Number of people employed in financial services sector,,,,Annual,,World Bank Staff Calculation based on Labor Survey (SAKERNAS) - Statistics Indonesia,,,,"District data available from 2007. Province data available from 2001. In 2011, 6 districts are not recorded from SAKERNAS, making a gap between province data and total district data in Papua. The districts are: Boven Digoel, Mappi, Pegunungan Bintang, Keerom, Mamberamo Raya and Puncak. In 2016, SAKERNAS is only representative up to the province level.","BADAN PUSAT STATISTIK - Statistics Indonesia, Labor Survey (SAKERNAS)",,,,,,
SL.EMP.IND,Economic Indicators,Number of people employed in industrial sector,,,,Annual,,World Bank Staff Calculation based on Labor Survey (SAKERNAS) - Statistics Indonesia,,,,"District data available from 2007. Province data available from 2001. In 2011, 6 districts are not recorded from SAKERNAS, making a gap between province data and total district data in Papua. The districts are: Boven Digoel, Mappi, Pegunungan Bintang, Keerom, Mamberamo Raya and Puncak. In 2016, SAKERNAS is only representative up to the province level.","BADAN PUSAT STATISTIK - Statistics Indonesia, Labor Survey (SAKERNAS)",,,,,,
SL.EMP.MINQ,Economic Indicators,Number of people employed in mining and quarrying sector,,,,Annual,,World Bank Staff Calculation based on Labor Survey (SAKERNAS) - Statistics Indonesia,,,,"District data available from 2007. Province data available from 2001. In 2011, 6 districts are not recorded from SAKERNAS, making a gap between province data and total district data in Papua. The districts are: Boven Digoel, Mappi, Pegunungan Bintang, Keerom, Mamberamo Raya and Puncak. In 2016, SAKERNAS is only representative up to the province level.","BADAN PUSAT STATISTIK - Statistics Indonesia, Labor Survey (SAKERNAS)",,,,,,
SL.EMP.SOCL,Economic Indicators,Number of people employed in social services sector,,,,Annual,,World Bank Staff Calculation based on Labor Survey (SAKERNAS) - Statistics Indonesia,,,,"District data available from 2007. Province data available from 2001. In 2011, 6 districts are not recorded from SAKERNAS, making a gap between province data and total district data in Papua. The districts are: Boven Digoel, Mappi, Pegunungan Bintang, Keerom, Mamberamo Raya and Puncak. In 2016, SAKERNAS is only representative up to the province level.","BADAN PUSAT STATISTIK - Statistics Indonesia, Labor Survey (SAKERNAS)",,,,,,
SL.EMP.TOTL,Economic Indicators,Number of people employed,,,,Annual,,World Bank Staff Calculation based on Labor Survey (SAKERNAS) - Statistics Indonesia,,,,"District data available from 2007. Province data available from 2001. In 2011, 6 districts are not recorded from SAKERNAS, making a gap between province data and total district data in Papua. The districts are: Boven Digoel, Mappi, Pegunungan Bintang, Keerom, Mamberamo Raya and Puncak. In 2016, SAKERNAS is only representative up to the province level.","BADAN PUSAT STATISTIK - Statistics Indonesia, Labor Survey (SAKERNAS)",,,,,,
SL.EMP.TRAD,Economic Indicators,"Number of people employed in trade, hotel and restaurant sector",,,,Annual,,World Bank Staff Calculation based on Labor Survey (SAKERNAS) - Statistics Indonesia,,,,"District data available from 2007. Province data available from 2001. In 2011, 6 districts are not recorded from SAKERNAS, making a gap between province data and total district data in Papua. The districts are: Boven Digoel, Mappi, Pegunungan Bintang, Keerom, Mamberamo Raya and Puncak. In 2016, SAKERNAS is only representative up to the province level.","BADAN PUSAT STATISTIK - Statistics Indonesia, Labor Survey (SAKERNAS)",,,,,,
SL.EMP.TRAN,Economic Indicators,Number of people employed in transportation and telecommunication sector,,,,Annual,,World Bank Staff Calculation based on Labor Survey (SAKERNAS) - Statistics Indonesia,,,,"District data available from 2007. Province data available from 2001. In 2011, 6 districts are not recorded from SAKERNAS, making a gap between province data and total district data in Papua. The districts are: Boven Digoel, Mappi, Pegunungan Bintang, Keerom, Mamberamo Raya and Puncak. In 2016, SAKERNAS is only representative up to the province level.","BADAN PUSAT STATISTIK - Statistics Indonesia, Labor Survey (SAKERNAS)",,,,,,
SL.EMP.UNDR,Economic Indicators,Number of people underemployed,,,,Annual,,World Bank Staff Calculation based on Labor Survey (SAKERNAS) - Statistics Indonesia,,,,"District data available from 2007. Province data available from 2001. In 2011, 6 districts are not recorded from SAKERNAS, making a gap between province data and total district data in Papua. The districts are: Boven Digoel, Mappi, Pegunungan Bintang, Keerom, Mamberamo Raya and Puncak. In 2016, SAKERNAS is only representative up to the province level.","BADAN PUSAT STATISTIK - Statistics Indonesia, Labor Survey (SAKERNAS)",,,,,,
SL.TLF,Economic Indicators,Number of people in labor force,,,,Annual,,World Bank Staff Calculation based on Labor Survey (SAKERNAS) - Statistics Indonesia,,,,"District data available from 2007. Province data available from 2001. In 2011, 6 districts are not recorded from SAKERNAS, making a gap between province data and total district data in Papua. The districts are: Boven Digoel, Mappi, Pegunungan Bintang, Keerom, Mamberamo Raya and Puncak. In 2016, SAKERNAS is only representative up to the province level.","BADAN PUSAT STATISTIK - Statistics Indonesia, Labor Survey (SAKERNAS)",,,,,,
SL.UEM.TOTL,Economic Indicators,Number of people unemployed,,,,Annual,,World Bank Staff Calculation based on Labor Survey (SAKERNAS) - Statistics Indonesia,,,,"District data available from 2007. Province data available from 2001. In 2011, 6 districts are not recorded from SAKERNAS, making a gap between province data and total district data in Papua. The districts are: Boven Digoel, Mappi, Pegunungan Bintang, Keerom, Mamberamo Raya and Puncak. In 2016, SAKERNAS is only representative up to the province level.","BADAN PUSAT STATISTIK - Statistics Indonesia, Labor Survey (SAKERNAS)",,,,,,
SP.POP.0014.TO,Social and Demographic Indicators,Total Population for Age 0-14 (only 2005 and 2010) (in number of people),,,,Quinquennial,,Official data from Statistics Indonesia,,,,"2005 data is taken from Population Survey Between Census (SUPAS) while 2010 is taken from Population Census. In 2005, Data for Nanggroe Aceh Darussalam could not be collected due to natural disaster.",BADAN PUSAT STATISTIK - Statistics Indonesia,,,,,,
SP.POP.1564.TO,Social and Demographic Indicators,Total Population for Age 15-64 (only 2005 and 2010) (in number of people),,,,Quinquennial,,Official data from Statistics Indonesia,,,,"2005 data is taken from Population Survey Between Census (SUPAS) while 2010 is taken from Population Census. In 2005, Data for Nanggroe Aceh Darussalam could not be collected due to natural disaster.",BADAN PUSAT STATISTIK - Statistics Indonesia,,,,,,
SP.POP.65UP.TO,Social and Demographic Indicators,Total Population for Age 65 and above (only 2005 and 2010) (in number of people),,,,Quinquennial,,Official data from Statistics Indonesia,,,,"2005 data is taken from Population Survey Between Census (SUPAS) while 2010 is taken from Population Census. In 2005, Data for Nanggroe Aceh Darussalam could not be collected due to natural disaster.",BADAN PUSAT STATISTIK - Statistics Indonesia,,,,,,
SP.POP.TOTL,Social and Demographic Indicators,Total Population (in number of people),,,,Annual,,"Official data from Statistics Indonesia for district, World Bank Staff Calculation based on Statistics Indonesia Population Data for Province. Data for 2014 taken from Statistics Indonesia mid-year projection. Data for 2015 taken from Statistics Indonesia Inter-Censal Survey (SUPAS).",,,,District data is taken from unpublished data from Central Statistic Bureau,BADAN PUSAT STATISTIK - Statistics Indonesia,,,,,,
SP.RUR.TOTL.ZS,Social and Demographic Indicators,Percentage of Population in Rural Areas (in % of Total Population),,,,Annual,,Official data from Statistics Indonesia,,,,"2000 data is taken from Population Census while 2005 data is taken from Population Survey Between Census (SUPAS). In 2005, Data for Nanggroe Aceh Darussalam could not be collected due to natural disaster. 2011 data is population projection from BPS.
Classification is based on BPS score, calculated from population density, number of household working in agriculture, and public service access such as schools, markets, hospitals, asphalt road and electricity installment.",BADAN PUSAT STATISTIK - Statistics Indonesia,,,,,,
SP.URB.TOTL.ZS,Social and Demographic Indicators,Percentage of Population in Urban Areas (in % of Total Population),,,,Annual,,Official data from Statistics Indonesia,,,,"2000 data is taken from Population Census while 2005 data is taken from Population Survey Between Census (SUPAS). In 2005, Data for Nanggroe Aceh Darussalam could not be collected due to natural disaster. 2011 data is population projection by BPS.
Classification is based on BPS score, calculated from population density, number of household working in agriculture, and public service access such as schools, markets, hospitals, asphalt road and electricity installment.",BADAN PUSAT STATISTIK - Statistics Indonesia,,,,,,
SP.URB.TOTL.ZS.SUS,Social Demo,"Percentage of Population in Urban Areas (in % of Total Population), SUSENAS",,,Percent,Annual,,World Bank Staff Calculation based on National Socioeconomic Survey (SUSENAS) - Statistics Indonesia,,,,Data is only available for distrcts.,"BADAN PUSAT STATISTIK - Statistics Indonesia, National Social Economic Survey (SUSENAS)",,,,,,
TRAD.EXPT.BVTO,Economic Indicators,"Export: Beverages and tobacco (province Level, in USD)",,,USD,Annual,,World Bank Staff Calculation based on Trade Statistics - Statistics Indonesia,,,,Data is available for 1998-2009,"BADAN PUSAT STATISTIK - Statistics Indonesia, Unpublished statistics on Sub-National Trade",,,,,,
TRAD.EXPT.CHEM,Economic Indicators,"Export: Chemical and related products, nes (province Level, in USD)",,,USD,Annual,,World Bank Staff Calculation based on Trade Statistics - Statistics Indonesia,,,,Data is available for 1998-2009,"BADAN PUSAT STATISTIK - Statistics Indonesia, Unpublished statistics on Sub-National Trade",,,,,,
TRAD.EXPT.CRUD,Economic Indicators,"Export: Crude materials, inedible, except fuels (province Level, in USD)",,,USD,Annual,,World Bank Staff Calculation based on Trade Statistics - Statistics Indonesia,,,,Data is available for 1998-2009,"BADAN PUSAT STATISTIK - Statistics Indonesia, Unpublished statistics on Sub-National Trade",,,,,,
TRAD.EXPT.FLVSK,Economic Indicators,"Export: Food and Live Animals (province Level, in USD)",,,USD,Annual,,World Bank Staff Calculation based on Trade Statistics - Statistics Indonesia,,,,Data is available for 1998-2009,"BADAN PUSAT STATISTIK - Statistics Indonesia, Unpublished statistics on Sub-National Trade",,,,,,
TRAD.EXPT.FUEL,Economic Indicators,"Export: Mineral fuels, lubricants and related materials (province Level, in USD)",,,USD,Annual,,World Bank Staff Calculation based on Trade Statistics - Statistics Indonesia,,,,Data is available for 1998-2009,"BADAN PUSAT STATISTIK - Statistics Indonesia, Unpublished statistics on Sub-National Trade",,,,,,
TRAD.EXPT.MANF,Economic Indicators,"Export: Manufactured goods, classified chiefly by material (province Level, in USD)",,,USD,Annual,,World Bank Staff Calculation based on Trade Statistics - Statistics Indonesia,,,,Data is available for 1998-2009,"BADAN PUSAT STATISTIK - Statistics Indonesia, Unpublished statistics on Sub-National Trade",,,,,,
TRAD.EXPT.MANF.OTHR,Economic Indicators,"Export: Miscellaneous manufactures articles (province Level, in USD)",,,USD,Annual,,World Bank Staff Calculation based on Trade Statistics - Statistics Indonesia,,,,Data is available for 1998-2009,"BADAN PUSAT STATISTIK - Statistics Indonesia, Unpublished statistics on Sub-National Trade",,,,,,
TRAD.EXPT.MTRN,Economic Indicators,"Export: Machinery and transport equipment (province Level, in USD)",,,USD,Annual,,World Bank Staff Calculation based on Trade Statistics - Statistics Indonesia,,,,Data is available for 1998-2009,"BADAN PUSAT STATISTIK - Statistics Indonesia, Unpublished statistics on Sub-National Trade",,,,,,
TRAD.EXPT.OLFTW,Economic Indicators,"Export: Animals and vegetable oil, fat and waxes (province Level, in USD)",,,USD,Annual,,World Bank Staff Calculation based on Trade Statistics - Statistics Indonesia,,,,Data is available for 1998-2009,"BADAN PUSAT STATISTIK - Statistics Indonesia, Unpublished statistics on Sub-National Trade",,,,,,
TRAD.EXPT.OTHR,Economic Indicators,"Export: Commodities and transaction not elsewhere classified (province Level, in USD)",,,USD,Annual,,World Bank Staff Calculation based on Trade Statistics - Statistics Indonesia,,,,Data is available for 1998-2009,"BADAN PUSAT STATISTIK - Statistics Indonesia, Unpublished statistics on Sub-National Trade",,,,,,
TRAD.IMPT.BVTO,Economic Indicators,"Import: Beverages and tobacco (province Level, in USD)",,,USD,Annual,,World Bank Staff Calculation based on Trade Statistics - Statistics Indonesia,,,,Data is available for 1998-2009,"BADAN PUSAT STATISTIK - Statistics Indonesia, Unpublished statistics on Sub-National Trade",,,,,,
TRAD.IMPT.CHEM,Economic Indicators,"Import: Chemical and related products, nes (province Level, in USD)",,,USD,Annual,,World Bank Staff Calculation based on Trade Statistics - Statistics Indonesia,,,,Data is available for 1998-2009,"BADAN PUSAT STATISTIK - Statistics Indonesia, Unpublished statistics on Sub-National Trade",,,,,,
TRAD.IMPT.CRUD,Economic Indicators,"Import: Crude materials, inedible, except fuels (province Level, in USD)",,,USD,Annual,,World Bank Staff Calculation based on Trade Statistics - Statistics Indonesia,,,,Data is available for 1998-2009,"BADAN PUSAT STATISTIK - Statistics Indonesia, Unpublished statistics on Sub-National Trade",,,,,,
TRAD.IMPT.FLVSK,Economic Indicators,"Import: Food and Live Animals (province Level, in USD)",,,USD,Annual,,World Bank Staff Calculation based on Trade Statistics - Statistics Indonesia,,,,Data is available for 1998-2009,"BADAN PUSAT STATISTIK - Statistics Indonesia, Unpublished statistics on Sub-National Trade",,,,,,
TRAD.IMPT.FUEL,Economic Indicators,"Import: Mineral fuels, lubricants and related materials (province Level, in USD)",,,USD,Annual,,World Bank Staff Calculation based on Trade Statistics - Statistics Indonesia,,,,Data is available for 1998-2009,"BADAN PUSAT STATISTIK - Statistics Indonesia, Unpublished statistics on Sub-National Trade",,,,,,
TRAD.IMPT.MANF,Economic Indicators,"Import: Manufactured goods, classified chiefly by material (province Level, in USD)",,,USD,Annual,,World Bank Staff Calculation based on Trade Statistics - Statistics Indonesia,,,,Data is available for 1998-2009,"BADAN PUSAT STATISTIK - Statistics Indonesia, Unpublished statistics on Sub-National Trade",,,,,,
TRAD.IMPT.MANF.OTHR,Economic Indicators,"Import: Miscellaneous manufactures articles (province Level, in USD)",,,USD,Annual,,World Bank Staff Calculation based on Trade Statistics - Statistics Indonesia,,,,Data is available for 1998-2009,"BADAN PUSAT STATISTIK - Statistics Indonesia, Unpublished statistics on Sub-National Trade",,,,,,
TRAD.IMPT.MTRN,Economic Indicators,"Import: Machinery and transport equipment (province Level, in USD)",,,USD,Annual,,World Bank Staff Calculation based on Trade Statistics - Statistics Indonesia,,,,Data is available for 1998-2009,"BADAN PUSAT STATISTIK - Statistics Indonesia, Unpublished statistics on Sub-National Trade",,,,,,
TRAD.IMPT.OLFTW,Economic Indicators,"Import: Animals and vegetable oil, fat and waxes (province Level, in USD)",,,USD,Annual,,World Bank Staff Calculation based on Trade Statistics - Statistics Indonesia,,,,Data is available for 1998-2009,"BADAN PUSAT STATISTIK - Statistics Indonesia, Unpublished statistics on Sub-National Trade",,,,,,
TRAD.IMPT.OTHR,Economic Indicators,"Import: Commodities and transaction not elsewhere classified (province Level, in USD)",,,USD,Annual,,World Bank Staff Calculation based on Trade Statistics - Statistics Indonesia,,,,Data is available for 1998-2009,"BADAN PUSAT STATISTIK - Statistics Indonesia, Unpublished statistics on Sub-National Trade",,,,,,
TXRV.SHR.ACQ.CR,Fiscal,"Total Tax Revenue Sharing from duty on the acquisition of land and building rights (BPHTB) (in IDR, realization value)",,,IDR,Annual,,"Official data from Central Government Financial Report, Ministry of Finance",,,,The data is available from 2012 onwards. Tax from acquisition of land and building is no longer shared to subnational governments since 2013.,"Ministry of Finance, Laporan Keuangan Pemerintah Pusat (Central Government Financial Report)",,,,,,
TXRV.SHR.INCM.CR,Fiscal,"Total Tax Revenue Sharing from income tax (PPh) (in IDR, realization value)",,,IDR,Annual,,"Official data from Central Government Financial Report, Ministry of Finance",,,,The data is available from 2012 onwards,"Ministry of Finance, Laporan Keuangan Pemerintah Pusat (Central Government Financial Report)",,,,,,
TXRV.SHR.LAND.CR,Fiscal,"Total Tax Revenue Sharing from land and building tax (PBB) (in IDR, realization value)",,,IDR,Annual,,"Official data from Central Government Financial Report, Ministry of Finance",,,,The data is available from 2012 onwards,"Ministry of Finance, Laporan Keuangan Pemerintah Pusat (Central Government Financial Report)",,,,,,
